WKT,id,left,top,right,bottom,row_index,col_index
"POLYGON ((6733892.16905505 2196450.20370802,6741897.41839888 2196450.20370802,6741897.41839888 2188444.95436418,6733892.16905505 2188444.95436418,6733892.16905505 2196450.20370802))","324",6733892.16905505,2196450.20370802,6741897.41839888,2188444.95436418,"11","12"
"POLYGON ((6733892.16905505 2188444.95436418,6741897.41839888 2188444.95436418,6741897.41839888 2180439.70502035,6733892.16905505 2180439.70502035,6733892.16905505 2188444.95436418))","325",6733892.16905505,2188444.95436418,6741897.41839888,2180439.70502035,"12","12"
"POLYGON ((6733892.16905505 2180439.70502035,6741897.41839888 2180439.70502035,6741897.41839888 2172434.45567652,6733892.16905505 2172434.45567652,6733892.16905505 2180439.70502035))","326",6733892.16905505,2180439.70502035,6741897.41839888,2172434.45567652,"13","12"
"POLYGON ((6733892.16905505 2172434.45567652,6741897.41839888 2172434.45567652,6741897.41839888 2164429.20633269,6733892.16905505 2164429.20633269,6733892.16905505 2172434.45567652))","327",6733892.16905505,2172434.45567652,6741897.41839888,2164429.20633269,"14","12"
"POLYGON ((6733892.16905505 2164429.20633269,6741897.41839888 2164429.20633269,6741897.41839888 2156423.95698886,6733892.16905505 2156423.95698886,6733892.16905505 2164429.20633269))","328",6733892.16905505,2164429.20633269,6741897.41839888,2156423.95698886,"15","12"
"POLYGON ((6733892.16905505 2156423.95698886,6741897.41839888 2156423.95698886,6741897.41839888 2148418.70764502,6733892.16905505 2148418.70764502,6733892.16905505 2156423.95698886))","329",6733892.16905505,2156423.95698886,6741897.41839888,2148418.70764502,"16","12"
"POLYGON ((6733892.16905505 2148418.70764502,6741897.41839888 2148418.70764502,6741897.41839888 2140413.45830119,6733892.16905505 2140413.45830119,6733892.16905505 2148418.70764502))","330",6733892.16905505,2148418.70764502,6741897.41839888,2140413.45830119,"17","12"
"POLYGON ((6733892.16905505 2140413.45830119,6741897.41839888 2140413.45830119,6741897.41839888 2132408.20895736,6733892.16905505 2132408.20895736,6733892.16905505 2140413.45830119))","331",6733892.16905505,2140413.45830119,6741897.41839888,2132408.20895736,"18","12"
"POLYGON ((6733892.16905505 2132408.20895736,6741897.41839888 2132408.20895736,6741897.41839888 2124402.95961353,6733892.16905505 2124402.95961353,6733892.16905505 2132408.20895736))","332",6733892.16905505,2132408.20895736,6741897.41839888,2124402.95961353,"19","12"
"POLYGON ((6733892.16905505 2124402.95961353,6741897.41839888 2124402.95961353,6741897.41839888 2116397.7102697,6733892.16905505 2116397.7102697,6733892.16905505 2124402.95961353))","333",6733892.16905505,2124402.95961353,6741897.41839888,2116397.7102697,"20","12"
"POLYGON ((6733892.16905505 2116397.7102697,6741897.41839888 2116397.7102697,6741897.41839888 2108392.46092586,6733892.16905505 2108392.46092586,6733892.16905505 2116397.7102697))","334",6733892.16905505,2116397.7102697,6741897.41839888,2108392.46092586,"21","12"
"POLYGON ((6733892.16905505 2108392.46092586,6741897.41839888 2108392.46092586,6741897.41839888 2100387.21158203,6733892.16905505 2100387.21158203,6733892.16905505 2108392.46092586))","335",6733892.16905505,2108392.46092586,6741897.41839888,2100387.21158203,"22","12"
"POLYGON ((6733892.16905505 2100387.21158203,6741897.41839888 2100387.21158203,6741897.41839888 2092381.9622382,6733892.16905505 2092381.9622382,6733892.16905505 2100387.21158203))","336",6733892.16905505,2100387.21158203,6741897.41839888,2092381.9622382,"23","12"
"POLYGON ((6733892.16905505 2092381.9622382,6741897.41839888 2092381.9622382,6741897.41839888 2084376.71289437,6733892.16905505 2084376.71289437,6733892.16905505 2092381.9622382))","337",6733892.16905505,2092381.9622382,6741897.41839888,2084376.71289437,"24","12"
"POLYGON ((6733892.16905505 2084376.71289437,6741897.41839888 2084376.71289437,6741897.41839888 2076371.46355054,6733892.16905505 2076371.46355054,6733892.16905505 2084376.71289437))","338",6733892.16905505,2084376.71289437,6741897.41839888,2076371.46355054,"25","12"
"POLYGON ((6741897.41839888 2284507.94649017,6749902.66774271 2284507.94649017,6749902.66774271 2276502.69714634,6741897.41839888 2276502.69714634,6741897.41839888 2284507.94649017))","339",6741897.41839888,2284507.94649017,6749902.66774271,2276502.69714634,"0","13"
"POLYGON ((6741897.41839888 2276502.69714634,6749902.66774271 2276502.69714634,6749902.66774271 2268497.4478025,6741897.41839888 2268497.4478025,6741897.41839888 2276502.69714634))","340",6741897.41839888,2276502.69714634,6749902.66774271,2268497.4478025,"1","13"
"POLYGON ((6741897.41839888 2268497.4478025,6749902.66774271 2268497.4478025,6749902.66774271 2260492.19845867,6741897.41839888 2260492.19845867,6741897.41839888 2268497.4478025))","341",6741897.41839888,2268497.4478025,6749902.66774271,2260492.19845867,"2","13"
"POLYGON ((6741897.41839888 2260492.19845867,6749902.66774271 2260492.19845867,6749902.66774271 2252486.94911484,6741897.41839888 2252486.94911484,6741897.41839888 2260492.19845867))","342",6741897.41839888,2260492.19845867,6749902.66774271,2252486.94911484,"3","13"
"POLYGON ((6741897.41839888 2252486.94911484,6749902.66774271 2252486.94911484,6749902.66774271 2244481.69977101,6741897.41839888 2244481.69977101,6741897.41839888 2252486.94911484))","343",6741897.41839888,2252486.94911484,6749902.66774271,2244481.69977101,"4","13"
"POLYGON ((6741897.41839888 2244481.69977101,6749902.66774271 2244481.69977101,6749902.66774271 2236476.45042718,6741897.41839888 2236476.45042718,6741897.41839888 2244481.69977101))","344",6741897.41839888,2244481.69977101,6749902.66774271,2236476.45042718,"5","13"
"POLYGON ((6741897.41839888 2236476.45042718,6749902.66774271 2236476.45042718,6749902.66774271 2228471.20108334,6741897.41839888 2228471.20108334,6741897.41839888 2236476.45042718))","345",6741897.41839888,2236476.45042718,6749902.66774271,2228471.20108334,"6","13"
"POLYGON ((6741897.41839888 2228471.20108334,6749902.66774271 2228471.20108334,6749902.66774271 2220465.95173951,6741897.41839888 2220465.95173951,6741897.41839888 2228471.20108334))","346",6741897.41839888,2228471.20108334,6749902.66774271,2220465.95173951,"7","13"
"POLYGON ((6741897.41839888 2220465.95173951,6749902.66774271 2220465.95173951,6749902.66774271 2212460.70239568,6741897.41839888 2212460.70239568,6741897.41839888 2220465.95173951))","347",6741897.41839888,2220465.95173951,6749902.66774271,2212460.70239568,"8","13"
"POLYGON ((6741897.41839888 2212460.70239568,6749902.66774271 2212460.70239568,6749902.66774271 2204455.45305185,6741897.41839888 2204455.45305185,6741897.41839888 2212460.70239568))","348",6741897.41839888,2212460.70239568,6749902.66774271,2204455.45305185,"9","13"
"POLYGON ((6741897.41839888 2204455.45305185,6749902.66774271 2204455.45305185,6749902.66774271 2196450.20370802,6741897.41839888 2196450.20370802,6741897.41839888 2204455.45305185))","349",6741897.41839888,2204455.45305185,6749902.66774271,2196450.20370802,"10","13"
"POLYGON ((6741897.41839888 2196450.20370802,6749902.66774271 2196450.20370802,6749902.66774271 2188444.95436418,6741897.41839888 2188444.95436418,6741897.41839888 2196450.20370802))","350",6741897.41839888,2196450.20370802,6749902.66774271,2188444.95436418,"11","13"
"POLYGON ((6741897.41839888 2188444.95436418,6749902.66774271 2188444.95436418,6749902.66774271 2180439.70502035,6741897.41839888 2180439.70502035,6741897.41839888 2188444.95436418))","351",6741897.41839888,2188444.95436418,6749902.66774271,2180439.70502035,"12","13"
"POLYGON ((6741897.41839888 2180439.70502035,6749902.66774271 2180439.70502035,6749902.66774271 2172434.45567652,6741897.41839888 2172434.45567652,6741897.41839888 2180439.70502035))","352",6741897.41839888,2180439.70502035,6749902.66774271,2172434.45567652,"13","13"
"POLYGON ((6741897.41839888 2172434.45567652,6749902.66774271 2172434.45567652,6749902.66774271 2164429.20633269,6741897.41839888 2164429.20633269,6741897.41839888 2172434.45567652))","353",6741897.41839888,2172434.45567652,6749902.66774271,2164429.20633269,"14","13"
"POLYGON ((6741897.41839888 2164429.20633269,6749902.66774271 2164429.20633269,6749902.66774271 2156423.95698886,6741897.41839888 2156423.95698886,6741897.41839888 2164429.20633269))","354",6741897.41839888,2164429.20633269,6749902.66774271,2156423.95698886,"15","13"
"POLYGON ((6741897.41839888 2156423.95698886,6749902.66774271 2156423.95698886,6749902.66774271 2148418.70764502,6741897.41839888 2148418.70764502,6741897.41839888 2156423.95698886))","355",6741897.41839888,2156423.95698886,6749902.66774271,2148418.70764502,"16","13"
"POLYGON ((6741897.41839888 2148418.70764502,6749902.66774271 2148418.70764502,6749902.66774271 2140413.45830119,6741897.41839888 2140413.45830119,6741897.41839888 2148418.70764502))","356",6741897.41839888,2148418.70764502,6749902.66774271,2140413.45830119,"17","13"
"POLYGON ((6741897.41839888 2140413.45830119,6749902.66774271 2140413.45830119,6749902.66774271 2132408.20895736,6741897.41839888 2132408.20895736,6741897.41839888 2140413.45830119))","357",6741897.41839888,2140413.45830119,6749902.66774271,2132408.20895736,"18","13"
"POLYGON ((6741897.41839888 2132408.20895736,6749902.66774271 2132408.20895736,6749902.66774271 2124402.95961353,6741897.41839888 2124402.95961353,6741897.41839888 2132408.20895736))","358",6741897.41839888,2132408.20895736,6749902.66774271,2124402.95961353,"19","13"
"POLYGON ((6741897.41839888 2124402.95961353,6749902.66774271 2124402.95961353,6749902.66774271 2116397.7102697,6741897.41839888 2116397.7102697,6741897.41839888 2124402.95961353))","359",6741897.41839888,2124402.95961353,6749902.66774271,2116397.7102697,"20","13"
"POLYGON ((6741897.41839888 2116397.7102697,6749902.66774271 2116397.7102697,6749902.66774271 2108392.46092586,6741897.41839888 2108392.46092586,6741897.41839888 2116397.7102697))","360",6741897.41839888,2116397.7102697,6749902.66774271,2108392.46092586,"21","13"
"POLYGON ((6741897.41839888 2108392.46092586,6749902.66774271 2108392.46092586,6749902.66774271 2100387.21158203,6741897.41839888 2100387.21158203,6741897.41839888 2108392.46092586))","361",6741897.41839888,2108392.46092586,6749902.66774271,2100387.21158203,"22","13"
"POLYGON ((6741897.41839888 2100387.21158203,6749902.66774271 2100387.21158203,6749902.66774271 2092381.9622382,6741897.41839888 2092381.9622382,6741897.41839888 2100387.21158203))","362",6741897.41839888,2100387.21158203,6749902.66774271,2092381.9622382,"23","13"
"POLYGON ((6741897.41839888 2092381.9622382,6749902.66774271 2092381.9622382,6749902.66774271 2084376.71289437,6741897.41839888 2084376.71289437,6741897.41839888 2092381.9622382))","363",6741897.41839888,2092381.9622382,6749902.66774271,2084376.71289437,"24","13"
"POLYGON ((6741897.41839888 2084376.71289437,6749902.66774271 2084376.71289437,6749902.66774271 2076371.46355054,6741897.41839888 2076371.46355054,6741897.41839888 2084376.71289437))","364",6741897.41839888,2084376.71289437,6749902.66774271,2076371.46355054,"25","13"
"POLYGON ((6749902.66774271 2284507.94649017,6757907.91708654 2284507.94649017,6757907.91708654 2276502.69714634,6749902.66774271 2276502.69714634,6749902.66774271 2284507.94649017))","365",6749902.66774271,2284507.94649017,6757907.91708654,2276502.69714634,"0","14"
"POLYGON ((6749902.66774271 2276502.69714634,6757907.91708654 2276502.69714634,6757907.91708654 2268497.4478025,6749902.66774271 2268497.4478025,6749902.66774271 2276502.69714634))","366",6749902.66774271,2276502.69714634,6757907.91708654,2268497.4478025,"1","14"
"POLYGON ((6749902.66774271 2268497.4478025,6757907.91708654 2268497.4478025,6757907.91708654 2260492.19845867,6749902.66774271 2260492.19845867,6749902.66774271 2268497.4478025))","367",6749902.66774271,2268497.4478025,6757907.91708654,2260492.19845867,"2","14"
"POLYGON ((6749902.66774271 2260492.19845867,6757907.91708654 2260492.19845867,6757907.91708654 2252486.94911484,6749902.66774271 2252486.94911484,6749902.66774271 2260492.19845867))","368",6749902.66774271,2260492.19845867,6757907.91708654,2252486.94911484,"3","14"
"POLYGON ((6749902.66774271 2252486.94911484,6757907.91708654 2252486.94911484,6757907.91708654 2244481.69977101,6749902.66774271 2244481.69977101,6749902.66774271 2252486.94911484))","369",6749902.66774271,2252486.94911484,6757907.91708654,2244481.69977101,"4","14"
"POLYGON ((6749902.66774271 2244481.69977101,6757907.91708654 2244481.69977101,6757907.91708654 2236476.45042718,6749902.66774271 2236476.45042718,6749902.66774271 2244481.69977101))","370",6749902.66774271,2244481.69977101,6757907.91708654,2236476.45042718,"5","14"
"POLYGON ((6749902.66774271 2236476.45042718,6757907.91708654 2236476.45042718,6757907.91708654 2228471.20108334,6749902.66774271 2228471.20108334,6749902.66774271 2236476.45042718))","371",6749902.66774271,2236476.45042718,6757907.91708654,2228471.20108334,"6","14"
"POLYGON ((6749902.66774271 2228471.20108334,6757907.91708654 2228471.20108334,6757907.91708654 2220465.95173951,6749902.66774271 2220465.95173951,6749902.66774271 2228471.20108334))","372",6749902.66774271,2228471.20108334,6757907.91708654,2220465.95173951,"7","14"
"POLYGON ((6749902.66774271 2220465.95173951,6757907.91708654 2220465.95173951,6757907.91708654 2212460.70239568,6749902.66774271 2212460.70239568,6749902.66774271 2220465.95173951))","373",6749902.66774271,2220465.95173951,6757907.91708654,2212460.70239568,"8","14"
"POLYGON ((6749902.66774271 2212460.70239568,6757907.91708654 2212460.70239568,6757907.91708654 2204455.45305185,6749902.66774271 2204455.45305185,6749902.66774271 2212460.70239568))","374",6749902.66774271,2212460.70239568,6757907.91708654,2204455.45305185,"9","14"
"POLYGON ((6749902.66774271 2204455.45305185,6757907.91708654 2204455.45305185,6757907.91708654 2196450.20370802,6749902.66774271 2196450.20370802,6749902.66774271 2204455.45305185))","375",6749902.66774271,2204455.45305185,6757907.91708654,2196450.20370802,"10","14"
"POLYGON ((6749902.66774271 2196450.20370802,6757907.91708654 2196450.20370802,6757907.91708654 2188444.95436418,6749902.66774271 2188444.95436418,6749902.66774271 2196450.20370802))","376",6749902.66774271,2196450.20370802,6757907.91708654,2188444.95436418,"11","14"
"POLYGON ((6749902.66774271 2188444.95436418,6757907.91708654 2188444.95436418,6757907.91708654 2180439.70502035,6749902.66774271 2180439.70502035,6749902.66774271 2188444.95436418))","377",6749902.66774271,2188444.95436418,6757907.91708654,2180439.70502035,"12","14"
"POLYGON ((6749902.66774271 2180439.70502035,6757907.91708654 2180439.70502035,6757907.91708654 2172434.45567652,6749902.66774271 2172434.45567652,6749902.66774271 2180439.70502035))","378",6749902.66774271,2180439.70502035,6757907.91708654,2172434.45567652,"13","14"
"POLYGON ((6749902.66774271 2172434.45567652,6757907.91708654 2172434.45567652,6757907.91708654 2164429.20633269,6749902.66774271 2164429.20633269,6749902.66774271 2172434.45567652))","379",6749902.66774271,2172434.45567652,6757907.91708654,2164429.20633269,"14","14"
"POLYGON ((6749902.66774271 2164429.20633269,6757907.91708654 2164429.20633269,6757907.91708654 2156423.95698886,6749902.66774271 2156423.95698886,6749902.66774271 2164429.20633269))","380",6749902.66774271,2164429.20633269,6757907.91708654,2156423.95698886,"15","14"
"POLYGON ((6749902.66774271 2156423.95698886,6757907.91708654 2156423.95698886,6757907.91708654 2148418.70764502,6749902.66774271 2148418.70764502,6749902.66774271 2156423.95698886))","381",6749902.66774271,2156423.95698886,6757907.91708654,2148418.70764502,"16","14"
"POLYGON ((6749902.66774271 2148418.70764502,6757907.91708654 2148418.70764502,6757907.91708654 2140413.45830119,6749902.66774271 2140413.45830119,6749902.66774271 2148418.70764502))","382",6749902.66774271,2148418.70764502,6757907.91708654,2140413.45830119,"17","14"
"POLYGON ((6749902.66774271 2140413.45830119,6757907.91708654 2140413.45830119,6757907.91708654 2132408.20895736,6749902.66774271 2132408.20895736,6749902.66774271 2140413.45830119))","383",6749902.66774271,2140413.45830119,6757907.91708654,2132408.20895736,"18","14"
"POLYGON ((6749902.66774271 2132408.20895736,6757907.91708654 2132408.20895736,6757907.91708654 2124402.95961353,6749902.66774271 2124402.95961353,6749902.66774271 2132408.20895736))","384",6749902.66774271,2132408.20895736,6757907.91708654,2124402.95961353,"19","14"
"POLYGON ((6749902.66774271 2124402.95961353,6757907.91708654 2124402.95961353,6757907.91708654 2116397.7102697,6749902.66774271 2116397.7102697,6749902.66774271 2124402.95961353))","385",6749902.66774271,2124402.95961353,6757907.91708654,2116397.7102697,"20","14"
"POLYGON ((6749902.66774271 2116397.7102697,6757907.91708654 2116397.7102697,6757907.91708654 2108392.46092586,6749902.66774271 2108392.46092586,6749902.66774271 2116397.7102697))","386",6749902.66774271,2116397.7102697,6757907.91708654,2108392.46092586,"21","14"
"POLYGON ((6749902.66774271 2108392.46092586,6757907.91708654 2108392.46092586,6757907.91708654 2100387.21158203,6749902.66774271 2100387.21158203,6749902.66774271 2108392.46092586))","387",6749902.66774271,2108392.46092586,6757907.91708654,2100387.21158203,"22","14"
"POLYGON ((6749902.66774271 2100387.21158203,6757907.91708654 2100387.21158203,6757907.91708654 2092381.9622382,6749902.66774271 2092381.9622382,6749902.66774271 2100387.21158203))","388",6749902.66774271,2100387.21158203,6757907.91708654,2092381.9622382,"23","14"
"POLYGON ((6749902.66774271 2092381.9622382,6757907.91708654 2092381.9622382,6757907.91708654 2084376.71289437,6749902.66774271 2084376.71289437,6749902.66774271 2092381.9622382))","389",6749902.66774271,2092381.9622382,6757907.91708654,2084376.71289437,"24","14"
"POLYGON ((6749902.66774271 2084376.71289437,6757907.91708654 2084376.71289437,6757907.91708654 2076371.46355054,6749902.66774271 2076371.46355054,6749902.66774271 2084376.71289437))","390",6749902.66774271,2084376.71289437,6757907.91708654,2076371.46355054,"25","14"
"POLYGON ((6757907.91708654 2284507.94649017,6765913.16643038 2284507.94649017,6765913.16643038 2276502.69714634,6757907.91708654 2276502.69714634,6757907.91708654 2284507.94649017))","391",6757907.91708654,2284507.94649017,6765913.16643038,2276502.69714634,"0","15"
"POLYGON ((6757907.91708654 2276502.69714634,6765913.16643038 2276502.69714634,6765913.16643038 2268497.4478025,6757907.91708654 2268497.4478025,6757907.91708654 2276502.69714634))","392",6757907.91708654,2276502.69714634,6765913.16643038,2268497.4478025,"1","15"
"POLYGON ((6757907.91708654 2268497.4478025,6765913.16643038 2268497.4478025,6765913.16643038 2260492.19845867,6757907.91708654 2260492.19845867,6757907.91708654 2268497.4478025))","393",6757907.91708654,2268497.4478025,6765913.16643038,2260492.19845867,"2","15"
"POLYGON ((6757907.91708654 2260492.19845867,6765913.16643038 2260492.19845867,6765913.16643038 2252486.94911484,6757907.91708654 2252486.94911484,6757907.91708654 2260492.19845867))","394",6757907.91708654,2260492.19845867,6765913.16643038,2252486.94911484,"3","15"
"POLYGON ((6757907.91708654 2252486.94911484,6765913.16643038 2252486.94911484,6765913.16643038 2244481.69977101,6757907.91708654 2244481.69977101,6757907.91708654 2252486.94911484))","395",6757907.91708654,2252486.94911484,6765913.16643038,2244481.69977101,"4","15"
"POLYGON ((6757907.91708654 2244481.69977101,6765913.16643038 2244481.69977101,6765913.16643038 2236476.45042718,6757907.91708654 2236476.45042718,6757907.91708654 2244481.69977101))","396",6757907.91708654,2244481.69977101,6765913.16643038,2236476.45042718,"5","15"
"POLYGON ((6757907.91708654 2236476.45042718,6765913.16643038 2236476.45042718,6765913.16643038 2228471.20108334,6757907.91708654 2228471.20108334,6757907.91708654 2236476.45042718))","397",6757907.91708654,2236476.45042718,6765913.16643038,2228471.20108334,"6","15"
"POLYGON ((6757907.91708654 2228471.20108334,6765913.16643038 2228471.20108334,6765913.16643038 2220465.95173951,6757907.91708654 2220465.95173951,6757907.91708654 2228471.20108334))","398",6757907.91708654,2228471.20108334,6765913.16643038,2220465.95173951,"7","15"
"POLYGON ((6757907.91708654 2220465.95173951,6765913.16643038 2220465.95173951,6765913.16643038 2212460.70239568,6757907.91708654 2212460.70239568,6757907.91708654 2220465.95173951))","399",6757907.91708654,2220465.95173951,6765913.16643038,2212460.70239568,"8","15"
"POLYGON ((6757907.91708654 2212460.70239568,6765913.16643038 2212460.70239568,6765913.16643038 2204455.45305185,6757907.91708654 2204455.45305185,6757907.91708654 2212460.70239568))","400",6757907.91708654,2212460.70239568,6765913.16643038,2204455.45305185,"9","15"
"POLYGON ((6757907.91708654 2204455.45305185,6765913.16643038 2204455.45305185,6765913.16643038 2196450.20370802,6757907.91708654 2196450.20370802,6757907.91708654 2204455.45305185))","401",6757907.91708654,2204455.45305185,6765913.16643038,2196450.20370802,"10","15"
"POLYGON ((6757907.91708654 2196450.20370802,6765913.16643038 2196450.20370802,6765913.16643038 2188444.95436418,6757907.91708654 2188444.95436418,6757907.91708654 2196450.20370802))","402",6757907.91708654,2196450.20370802,6765913.16643038,2188444.95436418,"11","15"
"POLYGON ((6757907.91708654 2188444.95436418,6765913.16643038 2188444.95436418,6765913.16643038 2180439.70502035,6757907.91708654 2180439.70502035,6757907.91708654 2188444.95436418))","403",6757907.91708654,2188444.95436418,6765913.16643038,2180439.70502035,"12","15"
"POLYGON ((6757907.91708654 2180439.70502035,6765913.16643038 2180439.70502035,6765913.16643038 2172434.45567652,6757907.91708654 2172434.45567652,6757907.91708654 2180439.70502035))","404",6757907.91708654,2180439.70502035,6765913.16643038,2172434.45567652,"13","15"
"POLYGON ((6757907.91708654 2172434.45567652,6765913.16643038 2172434.45567652,6765913.16643038 2164429.20633269,6757907.91708654 2164429.20633269,6757907.91708654 2172434.45567652))","405",6757907.91708654,2172434.45567652,6765913.16643038,2164429.20633269,"14","15"
"POLYGON ((6757907.91708654 2164429.20633269,6765913.16643038 2164429.20633269,6765913.16643038 2156423.95698886,6757907.91708654 2156423.95698886,6757907.91708654 2164429.20633269))","406",6757907.91708654,2164429.20633269,6765913.16643038,2156423.95698886,"15","15"
"POLYGON ((6757907.91708654 2156423.95698886,6765913.16643038 2156423.95698886,6765913.16643038 2148418.70764502,6757907.91708654 2148418.70764502,6757907.91708654 2156423.95698886))","407",6757907.91708654,2156423.95698886,6765913.16643038,2148418.70764502,"16","15"
"POLYGON ((6757907.91708654 2148418.70764502,6765913.16643038 2148418.70764502,6765913.16643038 2140413.45830119,6757907.91708654 2140413.45830119,6757907.91708654 2148418.70764502))","408",6757907.91708654,2148418.70764502,6765913.16643038,2140413.45830119,"17","15"
"POLYGON ((6757907.91708654 2140413.45830119,6765913.16643038 2140413.45830119,6765913.16643038 2132408.20895736,6757907.91708654 2132408.20895736,6757907.91708654 2140413.45830119))","409",6757907.91708654,2140413.45830119,6765913.16643038,2132408.20895736,"18","15"
"POLYGON ((6757907.91708654 2132408.20895736,6765913.16643038 2132408.20895736,6765913.16643038 2124402.95961353,6757907.91708654 2124402.95961353,6757907.91708654 2132408.20895736))","410",6757907.91708654,2132408.20895736,6765913.16643038,2124402.95961353,"19","15"
"POLYGON ((6757907.91708654 2124402.95961353,6765913.16643038 2124402.95961353,6765913.16643038 2116397.7102697,6757907.91708654 2116397.7102697,6757907.91708654 2124402.95961353))","411",6757907.91708654,2124402.95961353,6765913.16643038,2116397.7102697,"20","15"
"POLYGON ((6757907.91708654 2116397.7102697,6765913.16643038 2116397.7102697,6765913.16643038 2108392.46092586,6757907.91708654 2108392.46092586,6757907.91708654 2116397.7102697))","412",6757907.91708654,2116397.7102697,6765913.16643038,2108392.46092586,"21","15"
"POLYGON ((6757907.91708654 2108392.46092586,6765913.16643038 2108392.46092586,6765913.16643038 2100387.21158203,6757907.91708654 2100387.21158203,6757907.91708654 2108392.46092586))","413",6757907.91708654,2108392.46092586,6765913.16643038,2100387.21158203,"22","15"
"POLYGON ((6757907.91708654 2100387.21158203,6765913.16643038 2100387.21158203,6765913.16643038 2092381.9622382,6757907.91708654 2092381.9622382,6757907.91708654 2100387.21158203))","414",6757907.91708654,2100387.21158203,6765913.16643038,2092381.9622382,"23","15"
"POLYGON ((6757907.91708654 2092381.9622382,6765913.16643038 2092381.9622382,6765913.16643038 2084376.71289437,6757907.91708654 2084376.71289437,6757907.91708654 2092381.9622382))","415",6757907.91708654,2092381.9622382,6765913.16643038,2084376.71289437,"24","15"
"POLYGON ((6757907.91708654 2084376.71289437,6765913.16643038 2084376.71289437,6765913.16643038 2076371.46355054,6757907.91708654 2076371.46355054,6757907.91708654 2084376.71289437))","416",6757907.91708654,2084376.71289437,6765913.16643038,2076371.46355054,"25","15"
"POLYGON ((6765913.16643038 2284507.94649017,6773918.41577421 2284507.94649017,6773918.41577421 2276502.69714634,6765913.16643038 2276502.69714634,6765913.16643038 2284507.94649017))","417",6765913.16643038,2284507.94649017,6773918.41577421,2276502.69714634,"0","16"
"POLYGON ((6765913.16643038 2276502.69714634,6773918.41577421 2276502.69714634,6773918.41577421 2268497.4478025,6765913.16643038 2268497.4478025,6765913.16643038 2276502.69714634))","418",6765913.16643038,2276502.69714634,6773918.41577421,2268497.4478025,"1","16"
"POLYGON ((6765913.16643038 2268497.4478025,6773918.41577421 2268497.4478025,6773918.41577421 2260492.19845867,6765913.16643038 2260492.19845867,6765913.16643038 2268497.4478025))","419",6765913.16643038,2268497.4478025,6773918.41577421,2260492.19845867,"2","16"
"POLYGON ((6765913.16643038 2260492.19845867,6773918.41577421 2260492.19845867,6773918.41577421 2252486.94911484,6765913.16643038 2252486.94911484,6765913.16643038 2260492.19845867))","420",6765913.16643038,2260492.19845867,6773918.41577421,2252486.94911484,"3","16"
"POLYGON ((6765913.16643038 2252486.94911484,6773918.41577421 2252486.94911484,6773918.41577421 2244481.69977101,6765913.16643038 2244481.69977101,6765913.16643038 2252486.94911484))","421",6765913.16643038,2252486.94911484,6773918.41577421,2244481.69977101,"4","16"
"POLYGON ((6765913.16643038 2244481.69977101,6773918.41577421 2244481.69977101,6773918.41577421 2236476.45042718,6765913.16643038 2236476.45042718,6765913.16643038 2244481.69977101))","422",6765913.16643038,2244481.69977101,6773918.41577421,2236476.45042718,"5","16"
"POLYGON ((6765913.16643038 2236476.45042718,6773918.41577421 2236476.45042718,6773918.41577421 2228471.20108334,6765913.16643038 2228471.20108334,6765913.16643038 2236476.45042718))","423",6765913.16643038,2236476.45042718,6773918.41577421,2228471.20108334,"6","16"
"POLYGON ((6765913.16643038 2228471.20108334,6773918.41577421 2228471.20108334,6773918.41577421 2220465.95173951,6765913.16643038 2220465.95173951,6765913.16643038 2228471.20108334))","424",6765913.16643038,2228471.20108334,6773918.41577421,2220465.95173951,"7","16"
"POLYGON ((6765913.16643038 2220465.95173951,6773918.41577421 2220465.95173951,6773918.41577421 2212460.70239568,6765913.16643038 2212460.70239568,6765913.16643038 2220465.95173951))","425",6765913.16643038,2220465.95173951,6773918.41577421,2212460.70239568,"8","16"
"POLYGON ((6765913.16643038 2212460.70239568,6773918.41577421 2212460.70239568,6773918.41577421 2204455.45305185,6765913.16643038 2204455.45305185,6765913.16643038 2212460.70239568))","426",6765913.16643038,2212460.70239568,6773918.41577421,2204455.45305185,"9","16"
"POLYGON ((6765913.16643038 2204455.45305185,6773918.41577421 2204455.45305185,6773918.41577421 2196450.20370802,6765913.16643038 2196450.20370802,6765913.16643038 2204455.45305185))","427",6765913.16643038,2204455.45305185,6773918.41577421,2196450.20370802,"10","16"
"POLYGON ((6765913.16643038 2196450.20370802,6773918.41577421 2196450.20370802,6773918.41577421 2188444.95436418,6765913.16643038 2188444.95436418,6765913.16643038 2196450.20370802))","428",6765913.16643038,2196450.20370802,6773918.41577421,2188444.95436418,"11","16"
"POLYGON ((6765913.16643038 2188444.95436418,6773918.41577421 2188444.95436418,6773918.41577421 2180439.70502035,6765913.16643038 2180439.70502035,6765913.16643038 2188444.95436418))","429",6765913.16643038,2188444.95436418,6773918.41577421,2180439.70502035,"12","16"
"POLYGON ((6765913.16643038 2180439.70502035,6773918.41577421 2180439.70502035,6773918.41577421 2172434.45567652,6765913.16643038 2172434.45567652,6765913.16643038 2180439.70502035))","430",6765913.16643038,2180439.70502035,6773918.41577421,2172434.45567652,"13","16"
"POLYGON ((6765913.16643038 2172434.45567652,6773918.41577421 2172434.45567652,6773918.41577421 2164429.20633269,6765913.16643038 2164429.20633269,6765913.16643038 2172434.45567652))","431",6765913.16643038,2172434.45567652,6773918.41577421,2164429.20633269,"14","16"
